source,file,run,size,activity,ns
gh,gh_gpl3.json,3,36979,writing,8956613
penguin,rust.json,3,161726,reading,215351913
penguin,rust.json,3,161726,loading,34300
penguin,rust.json,3,161726,saving,471190
penguin,rust.json,3,161726,writing,39404402
synthetic,obj_rename.json,3,69,reading,366173
synthetic,obj_rename.json,3,69,loading,33375
synthetic,obj_rename.json,3,69,saving,22353
synthetic,obj_rename.json,3,69,writing,351926
fda,event100.json,3,2945177,reading,3816917334
fda,event100.json,3,2945177,loading,33395
fda,event100.json,3,2945177,saving,11893346
fda,event100.json,3,2945177,writing,1819542233
penguin,dekeijzer.json,3,446,reading,849604
penguin,dekeijzer.json,3,446,loading,30301
penguin,dekeijzer.json,3,446,saving,19674
penguin,dekeijzer.json,3,446,writing,914044
fda,registrationlisting.json,3,3228,reading,5778681
fda,registrationlisting.json,3,3228,loading,33413
fda,registrationlisting.json,3,3228,saving,45547
fda,registrationlisting.json,3,3228,writing,3542802
ncdc,ncdc_ewr_station.json,3,191,reading,1208047
ncdc,ncdc_ewr_station.json,3,191,loading,36163
ncdc,ncdc_ewr_station.json,3,191,saving,14670
ncdc,ncdc_ewr_station.json,3,191,writing,592540
ncdc,ncdc_locations.json,3,2808,reading,5192818
ncdc,ncdc_locations.json,3,2808,loading,40699
ncdc,ncdc_locations.json,3,2808,saving,51741
ncdc,ncdc_locations.json,3,2808,writing,6223348
fda,tobacco10.json,3,6567,reading,9814670
fda,tobacco10.json,3,6567,loading,33562
fda,tobacco10.json,3,6567,saving,50301
fda,tobacco10.json,3,6567,writing,5137131
rv,animal.json,3,7051,reading,10924133
rv,animal.json,3,7051,loading,81863
rv,animal.json,3,7051,saving,93055
rv,animal.json,3,7051,writing,11259961
penguin,linux.json,3,64401,reading,90181466
penguin,linux.json,3,64401,loading,35268
penguin,linux.json,3,64401,saving,391329
penguin,linux.json,3,64401,writing,32771690
gh,ffs.json,3,5089,reading,7770698
gh,ffs.json,3,5089,loading,69587
gh,ffs.json,3,5089,saving,72906
gh,ffs.json,3,5089,writing,4637371
fda,tobacco_products.json,3,2345,reading,3319872
fda,tobacco_products.json,3,2345,loading,31904
fda,tobacco_products.json,3,2345,saving,30181
fda,tobacco_products.json,3,2345,writing,1924468
fda,recall50.json,3,1049501,reading,1380579884
fda,recall50.json,3,1049501,loading,32213
fda,recall50.json,3,1049501,saving,4751968
fda,recall50.json,3,1049501,writing,1006544526
ncdc,ncdc_zips.json,3,2851,reading,4479669
ncdc,ncdc_zips.json,3,2851,loading,29918
ncdc,ncdc_zips.json,3,2851,saving,49415
ncdc,ncdc_zips.json,3,2851,writing,6138621
penguin,bsd.json,3,5415,reading,8371963
penguin,bsd.json,3,5415,loading,30000
penguin,bsd.json,3,5415,saving,53972
penguin,bsd.json,3,5415,writing,3366556
penguin,grisham.json,3,22488,reading,32044212
penguin,grisham.json,3,22488,loading,43825
penguin,grisham.json,3,22488,saving,504918
penguin,grisham.json,3,22488,writing,46390159
ncdc,ncdc_07030.json,3,111,reading,439625
ncdc,ncdc_07030.json,3,111,loading,30710
ncdc,ncdc_07030.json,3,111,saving,18732
ncdc,ncdc_07030.json,3,111,writing,372482
fda,recall100.json,3,2117776,reading,2751944196
fda,recall100.json,3,2117776,loading,35146
fda,recall100.json,3,2117776,saving,10527255
fda,recall100.json,3,2117776,writing,2017949229
gh,gh_events.json,3,54778,reading,78302296
gh,gh_events.json,3,54778,loading,72594
gh,gh_events.json,3,54778,saving,363163
gh,gh_events.json,3,54778,writing,47155039
ncdc,ncdc_datatypes.json,3,4013,reading,5877377
ncdc,ncdc_datatypes.json,3,4013,loading,32656
ncdc,ncdc_datatypes.json,3,4013,saving,54272
ncdc,ncdc_datatypes.json,3,4013,writing,6058545
ncdc,ncdc_gsom_sample.json,3,2867,reading,4703303
ncdc,ncdc_gsom_sample.json,3,2867,loading,29660
ncdc,ncdc_gsom_sample.json,3,2867,saving,58885
ncdc,ncdc_gsom_sample.json,3,2867,writing,6700857
gh,mgree_repos.json,4,159905,reading,211054162
gh,mgree_repos.json,4,159905,loading,70166
gh,mgree_repos.json,4,159905,saving,753390
gh,mgree_repos.json,4,159905,writing,116309077
penguin,linux.json,4,64401,reading,89603371
penguin,linux.json,4,64401,loading,35922
penguin,linux.json,4,64401,saving,360625
penguin,linux.json,4,64401,writing,51648301
synthetic,object_null.json,4,95,reading,1066208
synthetic,object_null.json,4,95,loading,40364
synthetic,object_null.json,4,95,saving,16896
synthetic,object_null.json,4,95,writing,369902
rv,agni.json,4,89267,reading,121577308
rv,agni.json,4,89267,loading,230706
rv,agni.json,4,89267,saving,729099
rv,agni.json,4,89267,writing,123107188
rv,demons.json,4,194,reading,529125
rv,demons.json,4,194,loading,56171
rv,demons.json,4,194,saving,18579
rv,demons.json,4,194,writing,436008
json.org,json_eg3.json,4,602,reading,1709665
json.org,json_eg3.json,4,602,loading,31298
json.org,json_eg3.json,4,602,saving,21268
json.org,json_eg3.json,4,602,writing,1003251
gh,ffs_issues.json,4,38158,reading,53799052
gh,ffs_issues.json,4,38158,loading,72530
gh,ffs_issues.json,4,38158,saving,255636
gh,ffs_issues.json,4,38158,writing,32560489
ncdc,ncdc_07030_stations.json,4,1476,reading,2192731
ncdc,ncdc_07030_stations.json,4,1476,loading,29708
ncdc,ncdc_07030_stations.json,4,1476,saving,34149
ncdc,ncdc_07030_stations.json,4,1476,writing,3036855
penguin,rust.json,4,161726,reading,213599560
penguin,rust.json,4,161726,loading,33192
penguin,rust.json,4,161726,saving,464769
penguin,rust.json,4,161726,writing,37908786
fda,recall100.json,4,2117776,reading,2769063668
fda,recall100.json,4,2117776,loading,34147
fda,recall100.json,4,2117776,saving,9705584
fda,recall100.json,4,2117776,writing,1988083846
ncdc,ncdc_zips.json,4,2851,reading,4094351
ncdc,ncdc_zips.json,4,2851,loading,31034
ncdc,ncdc_zips.json,4,2851,saving,69180
ncdc,ncdc_zips.json,4,2851,writing,6045685
gh,mgree.json,4,1331,reading,2814604
gh,mgree.json,4,1331,loading,47481
gh,mgree.json,4,1331,saving,39585
gh,mgree.json,4,1331,writing,1712132
fda,tobacco_products.json,4,2345,reading,3935276
fda,tobacco_products.json,4,2345,loading,29555
fda,tobacco_products.json,4,2345,saving,33657
fda,tobacco_products.json,4,2345,writing,2289820
gh,gh_events.json,4,54778,reading,74789412
gh,gh_events.json,4,54778,loading,73292
gh,gh_events.json,4,54778,saving,353618
gh,gh_events.json,4,54778,writing,46915656
fda,waterpipe.json,4,1955,reading,3583404
fda,waterpipe.json,4,1955,loading,31243
fda,waterpipe.json,4,1955,saving,32396
fda,waterpipe.json,4,1955,writing,1505549
gh,gh_licenses.json,4,2507,reading,4403257
gh,gh_licenses.json,4,2507,loading,57382
gh,gh_licenses.json,4,2507,saving,40067
gh,gh_licenses.json,4,2507,writing,3291060
gov.uk,bank-holidays.json,4,15124,reading,22846041
gov.uk,bank-holidays.json,4,15124,loading,57370
gov.uk,bank-holidays.json,4,15124,saving,316785
gov.uk,bank-holidays.json,4,15124,writing,33358676
fda,tobacco10.json,4,6567,reading,9860067
fda,tobacco10.json,4,6567,loading,33686
fda,tobacco10.json,4,6567,saving,46190
fda,tobacco10.json,4,6567,writing,5194126
ncdc,ncdc_ewr_station.json,4,191,reading,1270220
ncdc,ncdc_ewr_station.json,4,191,loading,57461
ncdc,ncdc_ewr_station.json,4,191,saving,16414
ncdc,ncdc_ewr_station.json,4,191,writing,513481
ncdc,ncdc_stations_big.json,4,200908,reading,267407100
ncdc,ncdc_stations_big.json,4,200908,loading,33215
ncdc,ncdc_stations_big.json,4,200908,saving,2008052
ncdc,ncdc_stations_big.json,4,200908,writing,348948022
ncdc,ncdc_locationcategories.json,4,543,reading,1580676
ncdc,ncdc_locationcategories.json,4,543,loading,29284
ncdc,ncdc_locationcategories.json,4,543,saving,35419
ncdc,ncdc_locationcategories.json,4,543,writing,1824955
doi,doi_10.1000_1.json,4,369,reading,1364503
doi,doi_10.1000_1.json,4,369,loading,30231
doi,doi_10.1000_1.json,4,369,saving,21090
doi,doi_10.1000_1.json,4,369,writing,1000292
gh,gh_gpl3.json,4,36979,reading,51051356
gh,gh_gpl3.json,4,36979,loading,37538
gh,gh_gpl3.json,4,36979,saving,53565
gh,gh_gpl3.json,4,36979,writing,8580682
penguin,bsd.json,4,5415,reading,8466362
penguin,bsd.json,4,5415,loading,33392
penguin,bsd.json,4,5415,saving,59414
penguin,bsd.json,4,5415,writing,4034125
gh,gh_apache2.json,4,12591,reading,17733868
gh,gh_apache2.json,4,12591,loading,40719
gh,gh_apache2.json,4,12591,saving,38031
gh,gh_apache2.json,4,12591,writing,3638719
doi,doi_smoosh.json,4,537,reading,1056039
doi,doi_smoosh.json,4,537,loading,33641
doi,doi_smoosh.json,4,537,saving,21059
doi,doi_smoosh.json,4,537,writing,1179518
penguin,grisham.json,4,22488,reading,33603515
penguin,grisham.json,4,22488,loading,32135
penguin,grisham.json,4,22488,saving,416734
penguin,grisham.json,4,22488,writing,44601220
gh,gh_mgree_events.json,4,168832,reading,226869497
gh,gh_mgree_events.json,4,168832,loading,70880
gh,gh_mgree_events.json,4,168832,saving,1052708
gh,gh_mgree_events.json,4,168832,writing,145739473
fda,event.json,4,1819,reading,2739223
fda,event.json,4,1819,loading,30585
fda,event.json,4,1819,saving,36499
fda,event.json,4,1819,writing,1832414
json.org,json_eg1.json,4,583,reading,1020855
json.org,json_eg1.json,4,583,loading,32358
json.org,json_eg1.json,4,583,saving,31525
json.org,json_eg1.json,4,583,writing,938571
fda,registrationlisting.json,4,3228,reading,5482605
fda,registrationlisting.json,4,3228,loading,29864
fda,registrationlisting.json,4,3228,saving,44546
fda,registrationlisting.json,4,3228,writing,3800056
rv,human_male.json,4,603912,reading,798918349
rv,human_male.json,4,603912,loading,1185475
rv,human_male.json,4,603912,saving,5396487
rv,human_male.json,4,603912,writing,866504978
gh,ffs.json,4,5089,reading,8239030
gh,ffs.json,4,5089,loading,67710
gh,ffs.json,4,5089,saving,81418
gh,ffs.json,4,5089,writing,4980244
gh,gh_emoji.json,4,173641,reading,225839046
gh,gh_emoji.json,4,173641,loading,981910
gh,gh_emoji.json,4,173641,saving,1636686
gh,gh_emoji.json,4,173641,writing,80426872
ncdc,ncdc_locations.json,4,2808,reading,4660423
ncdc,ncdc_locations.json,4,2808,loading,31131
ncdc,ncdc_locations.json,4,2808,saving,59115
ncdc,ncdc_locations.json,4,2808,writing,6046616
fda,recall50.json,4,1049501,reading,1381618778
fda,recall50.json,4,1049501,loading,34899
fda,recall50.json,4,1049501,saving,5047750
fda,recall50.json,4,1049501,writing,1025275951
rv,animal.json,4,7051,reading,10414714
rv,animal.json,4,7051,loading,80285
rv,animal.json,4,7051,saving,107485
rv,animal.json,4,7051,writing,11453294
fda,event100.json,4,2945177,reading,3880436560
fda,event100.json,4,2945177,loading,50819
fda,event100.json,4,2945177,saving,10943764
fda,event100.json,4,2945177,writing,1881126725
fda,recall.json,4,22475,reading,32655604
fda,recall.json,4,22475,loading,34814
fda,recall.json,4,22475,saving,122915
fda,recall.json,4,22475,writing,20451530
ncdc,ncdc_datatypes.json,4,4013,reading,6177097
ncdc,ncdc_datatypes.json,4,4013,loading,34973
ncdc,ncdc_datatypes.json,4,4013,saving,61101
ncdc,ncdc_datatypes.json,4,4013,writing,5625398
ncdc,ncdc_07030.json,4,111,reading,1035663
ncdc,ncdc_07030.json,4,111,loading,34230
ncdc,ncdc_07030.json,4,111,saving,12927
ncdc,ncdc_07030.json,4,111,writing,414400
synthetic,obj_rename.json,4,69,reading,314327
synthetic,obj_rename.json,4,69,loading,32499
synthetic,obj_rename.json,4,69,saving,15360
synthetic,obj_rename.json,4,69,writing,320655
gh,kmt.json,4,4979,reading,7914398
gh,kmt.json,4,4979,loading,89442
gh,kmt.json,4,4979,saving,84569
gh,kmt.json,4,4979,writing,4417867
ncdc,ncdc_datasets.json,4,1625,reading,3274484
ncdc,ncdc_datasets.json,4,1625,loading,32064
ncdc,ncdc_datasets.json,4,1625,saving,44750
ncdc,ncdc_datasets.json,4,1625,writing,3427968
penn,historic-20181028.json,4,1468638,reading,1949883757
penn,historic-20181028.json,4,1468638,loading,1068396
penn,historic-20181028.json,4,1468638,saving,12437067
penn,historic-20181028.json,4,1468638,writing,1551469467
json.org,json_eg2.json,4,242,reading,646095
json.org,json_eg2.json,4,242,loading,39590
json.org,json_eg2.json,4,242,saving,19878
json.org,json_eg2.json,4,242,writing,677565
fda,registrationlisting100.json,4,214459,reading,282762681
fda,registrationlisting100.json,4,214459,loading,36270
fda,registrationlisting100.json,4,214459,saving,1517734
fda,registrationlisting100.json,4,214459,writing,215855406
penguin,dekeijzer.json,4,446,reading,841064
penguin,dekeijzer.json,4,446,loading,29747
penguin,dekeijzer.json,4,446,saving,22963
penguin,dekeijzer.json,4,446,writing,813786
ncdc,ncdc_gsom_sample.json,4,2867,reading,4876270
ncdc,ncdc_gsom_sample.json,4,2867,loading,31671
ncdc,ncdc_gsom_sample.json,4,2867,saving,51866
ncdc,ncdc_gsom_sample.json,4,2867,writing,5405700
synthetic,object.json,4,77,reading,1036148
synthetic,object.json,4,77,loading,34516
synthetic,object.json,4,77,saving,10963
synthetic,object.json,4,77,writing,288908
fda,recall10.json,4,212061,reading,280103393
fda,recall10.json,4,212061,loading,32487
fda,recall10.json,4,212061,saving,1059947
fda,recall10.json,4,212061,writing,210181532
synthetic,list2.json,4,25,reading,942511
synthetic,list2.json,4,25,loading,56748
synthetic,list2.json,4,25,saving,15298
synthetic,list2.json,4,25,writing,251471
json.org,json_eg5.json,4,873,reading,1453258
json.org,json_eg5.json,4,873,loading,27339
json.org,json_eg5.json,4,873,saving,32115
json.org,json_eg5.json,4,873,writing,1838226
json.org,json_eg4.json,4,3468,reading,5547822
json.org,json_eg4.json,4,3468,loading,29216
json.org,json_eg4.json,4,3468,saving,40972
json.org,json_eg4.json,4,3468,writing,3952780
ncdc,ncdc_datacategories.json,4,1075,reading,2295969
ncdc,ncdc_datacategories.json,4,1075,loading,29480
ncdc,ncdc_datacategories.json,4,1075,saving,42303
ncdc,ncdc_datacategories.json,4,1075,writing,2712974
fda,tobacco100.json,4,63634,reading,86922080
fda,tobacco100.json,4,63634,loading,36023
fda,tobacco100.json,4,63634,saving,383623
fda,tobacco100.json,4,63634,writing,42996297
fda,tobacco.json,4,1144,reading,1685876
fda,tobacco.json,4,1144,loading,29625
fda,tobacco.json,4,1144,saving,31648
fda,tobacco.json,4,1144,writing,1044314
gh,gh_events.json,5,54778,reading,75905959
gh,gh_events.json,5,54778,loading,69206
gh,gh_events.json,5,54778,saving,372845
gh,gh_events.json,5,54778,writing,46623859
gh,mgree.json,5,1331,reading,2096477
gh,mgree.json,5,1331,loading,50495
gh,mgree.json,5,1331,saving,39496
gh,mgree.json,5,1331,writing,1455992
ncdc,ncdc_stations_big.json,5,200908,reading,267353711
ncdc,ncdc_stations_big.json,5,200908,loading,32683
ncdc,ncdc_stations_big.json,5,200908,saving,1655995
ncdc,ncdc_stations_big.json,5,200908,writing,360842494
json.org,json_eg4.json,5,3468,reading,4544237
json.org,json_eg4.json,5,3468,loading,30589
json.org,json_eg4.json,5,3468,saving,44734
json.org,json_eg4.json,5,3468,writing,3398663
ncdc,ncdc_07030_stations.json,5,1476,reading,2113268
ncdc,ncdc_07030_stations.json,5,1476,loading,31128
ncdc,ncdc_07030_stations.json,5,1476,saving,35376
ncdc,ncdc_07030_stations.json,5,1476,writing,3362441
rv,human_male.json,5,603912,reading,792748424
rv,human_male.json,5,603912,loading,1240746
rv,human_male.json,5,603912,saving,4994024
rv,human_male.json,5,603912,writing,904839702
fda,tobacco10.json,5,6567,reading,9997317
fda,tobacco10.json,5,6567,loading,39334
fda,tobacco10.json,5,6567,saving,54134
fda,tobacco10.json,5,6567,writing,5565094
fda,registrationlisting100.json,5,214459,reading,284393551
fda,registrationlisting100.json,5,214459,loading,33992
fda,registrationlisting100.json,5,214459,saving,1556766
fda,registrationlisting100.json,5,214459,writing,226707681
penguin,rust.json,5,161726,reading,214154094
penguin,rust.json,5,161726,loading,35243
penguin,rust.json,5,161726,saving,473830
penguin,rust.json,5,161726,writing,38654453
fda,recall100.json,5,2117776,reading,2790396258
fda,recall100.json,5,2117776,loading,66488
fda,recall100.json,5,2117776,saving,9273087
fda,recall100.json,5,2117776,writing,2052376315
gh,gh_mgree_events.json,5,168832,reading,223709167
gh,gh_mgree_events.json,5,168832,loading,70034
gh,gh_mgree_events.json,5,168832,saving,1010883
gh,gh_mgree_events.json,5,168832,writing,128339415
gov.uk,bank-holidays.json,5,15124,reading,23039955
gov.uk,bank-holidays.json,5,15124,loading,37782
gov.uk,bank-holidays.json,5,15124,saving,241815
gov.uk,bank-holidays.json,5,15124,writing,32997998
penn,historic-20181028.json,5,1468638,reading,1938997698
penn,historic-20181028.json,5,1468638,loading,1203280
penn,historic-20181028.json,5,1468638,saving,11363646
penn,historic-20181028.json,5,1468638,writing,1617838878
synthetic,object.json,5,77,reading,418891
synthetic,object.json,5,77,loading,30629
synthetic,object.json,5,77,saving,14757
synthetic,object.json,5,77,writing,330258
penguin,linux.json,5,64401,reading,88343235
penguin,linux.json,5,64401,loading,35383
penguin,linux.json,5,64401,saving,371114
penguin,linux.json,5,64401,writing,34633326
gh,ffs_issues.json,5,38158,reading,53967687
gh,ffs_issues.json,5,38158,loading,63082
gh,ffs_issues.json,5,38158,saving,227873
gh,ffs_issues.json,5,38158,writing,33589296
synthetic,list2.json,5,25,reading,948002
synthetic,list2.json,5,25,loading,47112
synthetic,list2.json,5,25,saving,14385
synthetic,list2.json,5,25,writing,301748
ncdc,ncdc_ewr_station.json,5,191,reading,1178232
ncdc,ncdc_ewr_station.json,5,191,loading,43175
ncdc,ncdc_ewr_station.json,5,191,saving,26418
ncdc,ncdc_ewr_station.json,5,191,writing,715176
ncdc,ncdc_locations.json,5,2808,reading,4774122
ncdc,ncdc_locations.json,5,2808,loading,29821
ncdc,ncdc_locations.json,5,2808,saving,48941
ncdc,ncdc_locations.json,5,2808,writing,5865260
fda,registrationlisting.json,5,3228,reading,5461111
fda,registrationlisting.json,5,3228,loading,31856
fda,registrationlisting.json,5,3228,saving,40827
fda,registrationlisting.json,5,3228,writing,3137321
ncdc,ncdc_zips.json,5,2851,reading,4201948
ncdc,ncdc_zips.json,5,2851,loading,31012
ncdc,ncdc_zips.json,5,2851,saving,51104
ncdc,ncdc_zips.json,5,2851,writing,5524627
penguin,bsd.json,5,5415,reading,8237955
penguin,bsd.json,5,5415,loading,32368
penguin,bsd.json,5,5415,saving,68814
penguin,bsd.json,5,5415,writing,3589678
gh,gh_licenses.json,5,2507,reading,4528375
gh,gh_licenses.json,5,2507,loading,58959
gh,gh_licenses.json,5,2507,saving,37959
gh,gh_licenses.json,5,2507,writing,2910471
doi,doi_smoosh.json,5,537,reading,1044189
doi,doi_smoosh.json,5,537,loading,34231
doi,doi_smoosh.json,5,537,saving,25022
doi,doi_smoosh.json,5,537,writing,1422436
ncdc,ncdc_locationcategories.json,5,543,reading,1904131
ncdc,ncdc_locationcategories.json,5,543,loading,39584
ncdc,ncdc_locationcategories.json,5,543,saving,30057
ncdc,ncdc_locationcategories.json,5,543,writing,1534710
fda,waterpipe.json,5,1955,reading,2815883
fda,waterpipe.json,5,1955,loading,30285
fda,waterpipe.json,5,1955,saving,30549
fda,waterpipe.json,5,1955,writing,1392427
ncdc,ncdc_datatypes.json,5,4013,reading,5722605
ncdc,ncdc_datatypes.json,5,4013,loading,31306
ncdc,ncdc_datatypes.json,5,4013,saving,53721
ncdc,ncdc_datatypes.json,5,4013,writing,7609977
rv,agni.json,5,89267,reading,122476591
rv,agni.json,5,89267,loading,223505
rv,agni.json,5,89267,saving,819485
rv,agni.json,5,89267,writing,120878877
penguin,dekeijzer.json,5,446,reading,863890
penguin,dekeijzer.json,5,446,loading,37067
penguin,dekeijzer.json,5,446,saving,19138
penguin,dekeijzer.json,5,446,writing,763790
gh,gh_emoji.json,5,173641,reading,230086459
gh,gh_emoji.json,5,173641,loading,1000893
gh,gh_emoji.json,5,173641,saving,1631615
gh,gh_emoji.json,5,173641,writing,79504002
gh,kmt.json,5,4979,reading,7106750
gh,kmt.json,5,4979,loading,77028
gh,kmt.json,5,4979,saving,72622
gh,kmt.json,5,4979,writing,4116375
ncdc,ncdc_datacategories.json,5,1075,reading,1745887
ncdc,ncdc_datacategories.json,5,1075,loading,30245
ncdc,ncdc_datacategories.json,5,1075,saving,40293
ncdc,ncdc_datacategories.json,5,1075,writing,2866689
ncdc,ncdc_datasets.json,5,1625,reading,2399521
ncdc,ncdc_datasets.json,5,1625,loading,40310
ncdc,ncdc_datasets.json,5,1625,saving,44212
ncdc,ncdc_datasets.json,5,1625,writing,3571859
fda,event100.json,5,2945177,reading,3835431716
fda,event100.json,5,2945177,loading,33638
fda,event100.json,5,2945177,saving,9364553
fda,event100.json,5,2945177,writing,1891132413
fda,recall.json,5,22475,reading,31147994
fda,recall.json,5,22475,loading,37600
fda,recall.json,5,22475,saving,152302
fda,recall.json,5,22475,writing,20359188
ncdc,ncdc_07030.json,5,111,reading,405893
ncdc,ncdc_07030.json,5,111,loading,34554
ncdc,ncdc_07030.json,5,111,saving,17748
ncdc,ncdc_07030.json,5,111,writing,379220
json.org,json_eg2.json,5,242,reading,1271571
json.org,json_eg2.json,5,242,loading,29840
json.org,json_eg2.json,5,242,saving,24443
json.org,json_eg2.json,5,242,writing,729418
rv,animal.json,5,7051,reading,10248160
rv,animal.json,5,7051,loading,64330
rv,animal.json,5,7051,saving,108170
rv,animal.json,5,7051,writing,11146323
fda,tobacco.json,5,1144,reading,1946978
fda,tobacco.json,5,1144,loading,54096
fda,tobacco.json,5,1144,saving,23787
fda,tobacco.json,5,1144,writing,1176488
doi,doi_10.1000_1.json,5,369,reading,727907
doi,doi_10.1000_1.json,5,369,loading,29373
doi,doi_10.1000_1.json,5,369,saving,25026
doi,doi_10.1000_1.json,5,369,writing,1023635
gh,gh_gpl3.json,5,36979,reading,50224670
gh,gh_gpl3.json,5,36979,loading,48018
gh,gh_gpl3.json,5,36979,saving,49992
gh,gh_gpl3.json,5,36979,writing,8741301
fda,tobacco100.json,5,63634,reading,84817227
fda,tobacco100.json,5,63634,loading,32909
fda,tobacco100.json,5,63634,saving,330016
fda,tobacco100.json,5,63634,writing,45469387
json.org,json_eg1.json,5,583,reading,1077774
json.org,json_eg1.json,5,583,loading,31319
json.org,json_eg1.json,5,583,saving,20507
json.org,json_eg1.json,5,583,writing,757827
fda,tobacco_products.json,5,2345,reading,3474028
fda,tobacco_products.json,5,2345,loading,31001
fda,tobacco_products.json,5,2345,saving,39692
fda,tobacco_products.json,5,2345,writing,2237125
fda,recall10.json,5,212061,reading,279194453
fda,recall10.json,5,212061,loading,33273
fda,recall10.json,5,212061,saving,1013749
fda,recall10.json,5,212061,writing,194846483
json.org,json_eg5.json,5,873,reading,1379422
json.org,json_eg5.json,5,873,loading,29551
json.org,json_eg5.json,5,873,saving,40785
json.org,json_eg5.json,5,873,writing,2090800
json.org,json_eg3.json,5,602,reading,1009215
json.org,json_eg3.json,5,602,loading,28172
json.org,json_eg3.json,5,602,saving,17406
json.org,json_eg3.json,5,602,writing,979279
penguin,grisham.json,5,22488,reading,33575136
penguin,grisham.json,5,22488,loading,68773
penguin,grisham.json,5,22488,saving,453586
penguin,grisham.json,5,22488,writing,45381278
fda,recall50.json,5,1049501,reading,1379288510
fda,recall50.json,5,1049501,loading,33656
fda,recall50.json,5,1049501,saving,4685411
fda,recall50.json,5,1049501,writing,1520603858
gh,gh_apache2.json,5,12591,reading,18615499
gh,gh_apache2.json,5,12591,loading,39946
gh,gh_apache2.json,5,12591,saving,44718
gh,gh_apache2.json,5,12591,writing,3634418
gh,mgree_repos.json,5,159905,reading,211252157
gh,mgree_repos.json,5,159905,loading,86364
gh,mgree_repos.json,5,159905,saving,812626
gh,mgree_repos.json,5,159905,writing,111740396
synthetic,obj_rename.json,5,69,reading,316534
synthetic,obj_rename.json,5,69,loading,31277
synthetic,obj_rename.json,5,69,saving,15553
synthetic,obj_rename.json,5,69,writing,306997
gh,ffs.json,5,5089,reading,7491348
gh,ffs.json,5,5089,loading,75430
gh,ffs.json,5,5089,saving,65607
gh,ffs.json,5,5089,writing,4002349
synthetic,object_null.json,5,95,reading,397826
synthetic,object_null.json,5,95,loading,33540
synthetic,object_null.json,5,95,saving,14444
synthetic,object_null.json,5,95,writing,342721
fda,event.json,5,1819,reading,2597608
fda,event.json,5,1819,loading,29695
fda,event.json,5,1819,saving,32619
fda,event.json,5,1819,writing,2105527
ncdc,ncdc_gsom_sample.json,5,2867,reading,3969882
ncdc,ncdc_gsom_sample.json,5,2867,loading,29208
ncdc,ncdc_gsom_sample.json,5,2867,saving,53141
ncdc,ncdc_gsom_sample.json,5,2867,writing,6155831
rv,demons.json,5,194,reading,1166187
rv,demons.json,5,194,loading,52629
rv,demons.json,5,194,saving,20601
rv,demons.json,5,194,writing,472145
penguin,linux.json,6,64401,reading,86115589
penguin,linux.json,6,64401,loading,32926
penguin,linux.json,6,64401,saving,383994
penguin,linux.json,6,64401,writing,32690999
json.org,json_eg4.json,6,3468,reading,5544606
json.org,json_eg4.json,6,3468,loading,29246
json.org,json_eg4.json,6,3468,saving,40968
json.org,json_eg4.json,6,3468,writing,3494908
rv,animal.json,6,7051,reading,9409848
rv,animal.json,6,7051,loading,109085
rv,animal.json,6,7051,saving,89879
rv,animal.json,6,7051,writing,10568099
gh,ffs.json,6,5089,reading,6753418
gh,ffs.json,6,5089,loading,58543
gh,ffs.json,6,5089,saving,73839
gh,ffs.json,6,5089,writing,5156613
penguin,grisham.json,6,22488,reading,31992578
penguin,grisham.json,6,22488,loading,37607
penguin,grisham.json,6,22488,saving,545467
penguin,grisham.json,6,22488,writing,215719447
fda,waterpipe.json,6,1955,reading,2904997
fda,waterpipe.json,6,1955,loading,30152
fda,waterpipe.json,6,1955,saving,44825
fda,waterpipe.json,6,1955,writing,1949628
doi,doi_10.1000_1.json,6,369,reading,543933
doi,doi_10.1000_1.json,6,369,loading,30574
doi,doi_10.1000_1.json,6,369,saving,23114
doi,doi_10.1000_1.json,6,369,writing,986963
gh,mgree.json,6,1331,reading,2008198
gh,mgree.json,6,1331,loading,44822
gh,mgree.json,6,1331,saving,45624
gh,mgree.json,6,1331,writing,1746604
ncdc,ncdc_zips.json,6,2851,reading,4109463
ncdc,ncdc_zips.json,6,2851,loading,35619
ncdc,ncdc_zips.json,6,2851,saving,59464
ncdc,ncdc_zips.json,6,2851,writing,5602395
gh,mgree_repos.json,6,159905,reading,210085967
gh,mgree_repos.json,6,159905,loading,73576
gh,mgree_repos.json,6,159905,saving,698293
gh,mgree_repos.json,6,159905,writing,115160705
penguin,dekeijzer.json,6,446,reading,1612924
penguin,dekeijzer.json,6,446,loading,32053
penguin,dekeijzer.json,6,446,saving,22525
penguin,dekeijzer.json,6,446,writing,892164
ncdc,ncdc_07030_stations.json,6,1476,reading,2850429
ncdc,ncdc_07030_stations.json,6,1476,loading,31077
ncdc,ncdc_07030_stations.json,6,1476,saving,30762
ncdc,ncdc_07030_stations.json,6,1476,writing,2790667
ncdc,ncdc_gsom_sample.json,6,2867,reading,3836497
ncdc,ncdc_gsom_sample.json,6,2867,loading,30115
ncdc,ncdc_gsom_sample.json,6,2867,saving,53420
ncdc,ncdc_gsom_sample.json,6,2867,writing,6098647
gh,kmt.json,6,4979,reading,7781131
gh,kmt.json,6,4979,loading,64348
gh,kmt.json,6,4979,saving,71641
gh,kmt.json,6,4979,writing,4130807
fda,event.json,6,1819,reading,2431086
fda,event.json,6,1819,loading,28732
fda,event.json,6,1819,saving,29147
