source,file,kind,direction,magnitude,run,size,activity,ns
micro,named_wide_4.json,named,wide,4,2,38,loading,36365
micro,named_wide_4.json,named,wide,4,2,38,saving,15848
micro,named_wide_4.json,named,wide,4,2,38,writing,348565
micro,named_deep_64.json,named,deep,64,2,427,reading,1741039
micro,named_deep_64.json,named,deep,64,2,427,loading,90369
micro,named_deep_64.json,named,deep,64,2,427,saving,85233
micro,named_deep_64.json,named,deep,64,2,427,writing,2100089
micro,named_wide_256.json,named,wide,256,2,2536,reading,4482259
micro,named_wide_256.json,named,wide,256,2,2536,loading,149283
micro,named_wide_256.json,named,wide,256,2,2536,saving,178493
micro,named_wide_256.json,named,wide,256,2,2536,writing,8603143
micro,list_wide_4.json,list,wide,4,2,22,reading,1049580
micro,list_wide_4.json,list,wide,4,2,22,loading,55046
micro,list_wide_4.json,list,wide,4,2,22,saving,13365
micro,list_wide_4.json,list,wide,4,2,22,writing,191387
micro,list_wide_64.json,list,wide,64,2,322,reading,1357664
micro,list_wide_64.json,list,wide,64,2,322,loading,85286
micro,list_wide_64.json,list,wide,64,2,322,saving,37492
micro,list_wide_64.json,list,wide,64,2,322,writing,928665
micro,list_wide_256.json,list,wide,256,2,1282,reading,2514043
micro,list_wide_256.json,list,wide,256,2,1282,loading,141187
micro,list_wide_256.json,list,wide,256,2,1282,saving,79884
micro,list_wide_256.json,list,wide,256,2,1282,writing,3287259
micro,list_wide_8.json,list,wide,8,2,42,reading,940312
micro,list_wide_8.json,list,wide,8,2,42,loading,71362
micro,list_wide_8.json,list,wide,8,2,42,saving,14403
micro,list_wide_8.json,list,wide,8,2,42,writing,260912
micro,list_wide_32.json,list,wide,32,2,162,reading,1184101
micro,list_wide_32.json,list,wide,32,2,162,loading,72513
micro,list_wide_32.json,list,wide,32,2,162,saving,24653
micro,list_wide_32.json,list,wide,32,2,162,writing,488123
micro,named_deep_4.json,named,deep,4,2,29,reading,935107
micro,named_deep_4.json,named,deep,4,2,29,loading,37873
micro,named_deep_4.json,named,deep,4,2,29,saving,19511
micro,named_deep_4.json,named,deep,4,2,29,writing,302351
micro,list_deep_2.json,list,deep,2,2,9,reading,950525
micro,list_deep_2.json,list,deep,2,2,9,loading,58605
micro,list_deep_2.json,list,deep,2,2,9,saving,22825
micro,list_deep_2.json,list,deep,2,2,9,writing,272548
micro,named_wide_32.json,named,wide,32,2,296,reading,1574430
micro,named_wide_32.json,named,wide,32,2,296,loading,73504
micro,named_wide_32.json,named,wide,32,2,296,saving,33068
micro,named_wide_32.json,named,wide,32,2,296,writing,1173619
micro,named_deep_32.json,named,deep,32,2,203,reading,1364064
micro,named_deep_32.json,named,deep,32,2,203,loading,65324
micro,named_deep_32.json,named,deep,32,2,203,saving,54854
micro,named_deep_32.json,named,deep,32,2,203,writing,1419760
micro,named_deep_16.json,named,deep,16,2,101,reading,1123159
